essay_a_id,essay_b_id,pair_id,condition_a,condition_b,cross_condition
60778db7ed3bae21972be1b4,67408294dde74bdcf6ab3624,pair_0784,Practice w AI,No practice,True
5d7085f70a426200186bc676,6749e23147701f88fb137f3c,pair_0785,No practice,Practice w AI,True
6711c745bcc0626c2de36d07,60fd94f3d702e2e637dcc4b1,pair_0786,Practice w AI,No practice,True
662bdd8c97c290536da33e88,6718211bee61c726b40afb2b,pair_0787,Practice wo AI,Practice wo AI,False
6739075d10227690e7d142ed,63bd8d4ca46f8313570e6fa4,pair_0788,Practice wo AI,Practice wo AI,False
6757fef215ee6088e0b7fa55,6562c873c8002ad2e44b7b33,pair_0789,Practice w AI,No practice,True
672bb303dc26d7849dc27a77,61043313db87223a3f2929ed,pair_0790,Practice wo AI,No practice,True
6750c7eaec05ae2f773b5be9,673af2a9c1f8458caba0ebb8,pair_0791,No practice,Practice wo AI,True
6716b72cb62f2e7204264d3c,674f6467df47b9f52bafc85e,pair_0792,Practice w AI,Practice w AI,False
6646abc0720d1baaa7e0af4c,673840bbbf35e7a4a6ad3918,pair_0793,Practice w AI,No practice,True
673726b38e7451a580f3c624,674a1e9ff099f95c96164b67,pair_0794,No practice,Practice wo AI,True
673c32d8bcf768ce9f55ac33,67458a62196f76e7fc7b28bf,pair_0795,Practice wo AI,Practice wo AI,False
673fb829ebd9b9b3c88d4f57,67280753237c0c4258f356a6,pair_0796,Practice wo AI,Practice wo AI,False
673b4532dad611895a16ae00,673f6c92a931906b3b255300,pair_0797,Practice wo AI,Practice w AI,True
5a9ab4944eecca0001dd806a,673ab124dd6f6df06b143da0,pair_0798,No practice,Practice w AI,True
674d8599e34ae51aa4235454,6740281e046425743a959ce2,pair_0799,Practice w AI,No practice,True
66957ab0e33f6b17bea3a067,6750c7eaec05ae2f773b5be9,pair_0800,Practice wo AI,No practice,True
67178d9d0cab3c8f3a70ca8e,6695541a6e0d986b02c25dd9,pair_0801,Practice wo AI,No practice,True
6737d3a1eea5bb6f29a9fdcd,6737043554b7adfcf6ccf4c8,pair_0802,Practice w AI,Practice wo AI,True
673218a457531caf7e24f2a6,6716b72cb62f2e7204264d3c,pair_0803,Practice w AI,Practice w AI,False
5dcc3ec7db13278d75c8622f,67476bf18ef77c29b9ed3ef4,pair_0804,Practice wo AI,Practice w AI,True
65b549c67c7791499c09f8a2,67445f0269a82fe014b24be0,pair_0805,No practice,No practice,False
674219b922bf096aa19e0132,6750f2355fd9ba678f76fa5c,pair_0806,Practice wo AI,Practice wo AI,False
673cf6d476dc4af064402a8c,674a1e9ff099f95c96164b67,pair_0807,No practice,Practice wo AI,True
672b535d32de33b44a2c2bf8,6757fef215ee6088e0b7fa55,pair_0808,No practice,Practice w AI,True
671fae1be03bf361e4a6342e,5d203fad20b61f00012aced4,pair_0809,No practice,No practice,False
673dd729602638e2ca0c3cd7,66f6f78c68246dd27f4dcc05,pair_0810,No practice,Practice wo AI,True
6739909cd20e7e7fcf711ef7,5dcc3ec7db13278d75c8622f,pair_0811,No practice,Practice wo AI,True
673215ff162805cf7a252019,5d803d51aa53f30015ce5b77,pair_0812,Practice wo AI,Practice wo AI,False
5dd33f6b2091e93579973754,66ac666f3e030205c277b763,pair_0813,Practice wo AI,Practice wo AI,False
674f5e7bf97ee4e183c9247e,6737295e43d8fb5b7a84498b,pair_0814,Practice wo AI,Practice w AI,True
5d0b7d3a1c9a4e001a11dd19,673e4e69ce45d284f16fad2d,pair_0815,Practice wo AI,Practice w AI,True
673f22a6fe1eb8b74492446c,674e79192cd6a534d097fa86,pair_0816,No practice,No practice,False
662d017cd5d3a0ed42bfe339,66d11be993fd125064876a34,pair_0817,Practice w AI,Practice wo AI,True
66e3551244755a4debcd58d8,6737295e43d8fb5b7a84498b,pair_0818,Practice w AI,Practice w AI,False
67469dde494c2b78202fc16e,671ad3255a64b6879856e3b8,pair_0819,No practice,No practice,False
6630f8c1f995b01de9767c7d,672f0bc51dcdd7fd05d5a26b,pair_0820,No practice,No practice,False
673cf6d476dc4af064402a8c,617162d1105c7a764aab90b4,pair_0821,No practice,Practice wo AI,True
67224ad15231b5e9538948bd,5d0b7d3a1c9a4e001a11dd19,pair_0822,Practice wo AI,Practice wo AI,False
6755cf3ef3d14c0c963b12c3,67206083e8af4cf14439ac21,pair_0823,Practice wo AI,No practice,True
6229ee11f6b5405956544966,66f636a15a0ec8d9ef572bae,pair_0824,Practice w AI,No practice,True
675345b32d636f68b81a386b,672990f6d28704d466361881,pair_0825,Practice w AI,Practice w AI,False
672fe1481ba8b290765e0a76,672b535d32de33b44a2c2bf8,pair_0826,Practice wo AI,No practice,True
67511986975a960bcf3abf18,6630f8c1f995b01de9767c7d,pair_0827,No practice,No practice,False
6736252ad04633e3c76630da,5dd33f6b2091e93579973754,pair_0828,Practice w AI,Practice wo AI,True
6751f332ae95eef3bdc2f3d2,673d1423ff3f7beef3984b8b,pair_0829,Practice w AI,Practice w AI,False
670c4a94154a76c8d4a4bd83,67043b37df9ef06a056c08a7,pair_0830,Practice w AI,Practice w AI,False
673e2ad54a989f15bc638d5b,5e3e54f69e51f80b67c1cc06,pair_0831,Practice w AI,Practice w AI,False
638a66471585cb7583285740,66f4f7ad212140211220fee0,pair_0832,Practice w AI,No practice,True
674b3b45f390921a88f24747,671b808f72d8aafff77cf0a4,pair_0833,Practice w AI,No practice,True
6567644b0a4a14cbeaac5a79,5a9ab4944eecca0001dd806a,pair_0834,Practice w AI,No practice,True
6717ca3a61e52dc226157162,6736252ad04633e3c76630da,pair_0835,No practice,Practice w AI,True
6732ab9b8627904cc6a8a524,5d59b0b61da7d1001aa1a853,pair_0836,No practice,Practice wo AI,True
670d8b142f87173ffe3b4763,673e249d764205ff4fdc5af1,pair_0837,No practice,Practice wo AI,True
6019ef82db64741e01adb686,67570e6b659a69f3542f227c,pair_0838,Practice wo AI,No practice,True
650f0436808ab1edc4264660,67511986975a960bcf3abf18,pair_0839,No practice,No practice,False
67506ddcd40746bb1f460a23,673f22a6fe1eb8b74492446c,pair_0840,No practice,No practice,False
65cd90916d6c5ca9f796e9a3,6711c745bcc0626c2de36d07,pair_0841,Practice wo AI,Practice w AI,True
5eb4c6510ef386339dde2a35,66df3be52e3a37738fecdf1a,pair_0842,No practice,Practice wo AI,True
66f0d61cc482b4b76567015d,67178d9d0cab3c8f3a70ca8e,pair_0843,Practice w AI,Practice wo AI,True
6744e6e3ab71f37420a2b512,673ed00f3ebd9a8bdb2af956,pair_0844,Practice wo AI,No practice,True
6744639f3f41b208789e2b15,5d7085f70a426200186bc676,pair_0845,Practice w AI,No practice,True
5bb7af73dd840f0001d85935,6751f332ae95eef3bdc2f3d2,pair_0846,Practice wo AI,Practice w AI,True
60778db7ed3bae21972be1b4,5c54a532e3c69b0001af7b8c,pair_0847,Practice w AI,Practice w AI,False
67208d3885ff15254cff81a5,6129ba3532102d5c539ff29b,pair_0848,Practice wo AI,No practice,True
674ecab9c4b5d7e72489cc90,6742189e9fd5fe9de0d9b729,pair_0849,No practice,No practice,False
67474b18c19b12c4feeed5d2,662d017cd5d3a0ed42bfe339,pair_0850,Practice w AI,Practice w AI,False
673253900b42a97fc5a371c1,6562c873c8002ad2e44b7b33,pair_0851,Practice wo AI,No practice,True
66957ab0e33f6b17bea3a067,672a3e67066f5a781bb96f51,pair_0852,Practice wo AI,Practice w AI,True
66aa80ac332a6f9fb18e4364,67469dde494c2b78202fc16e,pair_0853,Practice w AI,No practice,True
67542c40610c0a42c85564d3,662d017cd5d3a0ed42bfe339,pair_0854,No practice,Practice w AI,True
672f1ca849e55a65b16736aa,674ecab9c4b5d7e72489cc90,pair_0855,Practice w AI,No practice,True
673ece27f62fd4e495b8731c,673ab124dd6f6df06b143da0,pair_0856,Practice wo AI,Practice w AI,True
6748fee70bf23692cd9f0de1,673b3cdce48f221ee513c467,pair_0857,No practice,Practice wo AI,True
673ce807b23c287507a4230e,65fcdef120c3e7513256ac68,pair_0858,No practice,Practice wo AI,True
620bdc0ba922fc3f247f6939,6727e10a76e80949064e1e6c,pair_0859,Practice wo AI,Practice w AI,True
5dd95e3c2274978e775f2aff,66c6952ac1f2b09e6c930cf8,pair_0860,Practice w AI,No practice,True
6746a1bc28743cbc2c2feaa8,66dd875b792eea0ebd7480c2,pair_0861,Practice w AI,No practice,True
66775344eabb4cc1cbc0120e,6752dfa83d6bd053f4a82672,pair_0862,Practice wo AI,No practice,True
67354657253f396591767b63,6712764f69b9fc3c7a0f0ae7,pair_0863,Practice wo AI,Practice w AI,True
665cd9869a0ffe598b8b84a7,6705ced6e56f5598aa07112d,pair_0864,Practice w AI,Practice w AI,False
673c32d8bcf768ce9f55ac33,6720de8a0a6c9c0c3b803fb7,pair_0865,Practice wo AI,No practice,True
6725b59fd221a054d8cdc72a,60fb024cbfd74cc251c6f9b0,pair_0866,No practice,Practice w AI,True
5d18cf6eb3e698001eea9960,66e6d8a2fa6cce78584c8bcd,pair_0867,Practice wo AI,Practice wo AI,False
6646abc0720d1baaa7e0af4c,674e79192cd6a534d097fa86,pair_0868,Practice w AI,No practice,True
5c22f28d70d93a0001201738,67458a62196f76e7fc7b28bf,pair_0869,Practice w AI,Practice wo AI,True
6726f38cd14d8ba8644f2bcf,5e7e5df723c3560d66f2946d,pair_0870,Practice w AI,Practice w AI,False
5f89c991f0e3a80101afe091,67570e6b659a69f3542f227c,pair_0871,Practice w AI,No practice,True
6744fb5c6a8a3d8e3f531da3,5fb5ef0ab61b9e02d5752768,pair_0872,Practice w AI,Practice w AI,False
67351d5a16ab59e9f1b0946a,675662c8da055bc788c8a805,pair_0873,Practice w AI,No practice,True
670e3c70da3334b19d83bebc,67110816ee3ab678f80eed04,pair_0874,Practice wo AI,No practice,True
6751f03363fdbd0a960f7f87,67477ac7090d737ae33348ea,pair_0875,No practice,Practice wo AI,True
66dfab8a51e1e36892dc419a,66311c9747a9466bf5dcf6ba,pair_0876,Practice wo AI,Practice wo AI,False
6738d0d8a49ff94090a8668a,5f371531d5b7e818ee0cf328,pair_0877,No practice,Practice wo AI,True
5ec738ce3c7fd317a72dcfe6,674eead0fa651dc021895fd9,pair_0878,Practice w AI,Practice wo AI,True
673218a457531caf7e24f2a6,671498899f67df85f33ea053,pair_0879,Practice w AI,Practice wo AI,True
663a8b9eb077de60d6884574,673f22a6fe1eb8b74492446c,pair_0880,Practice wo AI,No practice,True
5bf336d965825d00017cf3c2,673b3cdce48f221ee513c467,pair_0881,No practice,Practice wo AI,True
63f809102d5b3a98cb923306,6755e7f8aa088eda32fcdc43,pair_0882,Practice w AI,Practice wo AI,True
5be728a4dbedc80001377337,673b8d1448db4a031a4a90b2,pair_0883,Practice wo AI,Practice wo AI,False
672f7c36a98c409af1d49bea,673e4e69ce45d284f16fad2d,pair_0884,Practice w AI,Practice w AI,False
6748cb136c8b12cf06e6b8e1,66d8d824887fc4d4c7a873d4,pair_0885,Practice wo AI,Practice w AI,True
674065a38ff18a032bc97fa6,673a2837d5cb152d08ee5be8,pair_0886,No practice,No practice,False
67274a937bc73438d89976b8,5ed68cac121a540dfb82f4ea,pair_0887,No practice,No practice,False
674dfaa7d928f0bfb0084339,6019ef82db64741e01adb686,pair_0888,No practice,Practice wo AI,True
6706d57c71b08b435db201ed,67469dde494c2b78202fc16e,pair_0889,Practice wo AI,No practice,True
5debed6b3820732ef2af3c55,67280753237c0c4258f356a6,pair_0890,No practice,Practice wo AI,True
672e86a538b9e142805a426e,6710578884662430d4c6d4b9,pair_0891,Practice w AI,Practice w AI,False
5d654282986878001c2a5db7,67472b406557adf9044c6e34,pair_0892,Practice wo AI,No practice,True
670fc040eb429afca6ec21e0,6706d57c71b08b435db201ed,pair_0893,No practice,Practice wo AI,True
5e9f138c34d3e40326507588,660b8a64848fe5d8cc2c5444,pair_0894,Practice wo AI,No practice,True
674dd4a8db09aec3c797b225,66f636a15a0ec8d9ef572bae,pair_0895,No practice,No practice,False
670e2a711df0a045aea8de04,66afb95e579fb899b5e90ab3,pair_0896,Practice w AI,Practice wo AI,True
6741fe9a07d7d42c5ed043ad,6736252ad04633e3c76630da,pair_0897,Practice w AI,Practice w AI,False
671b87c9955ba2507a9a9947,5e2b4e61a7f804000a55eee7,pair_0898,No practice,No practice,False
674d8599e34ae51aa4235454,6562c873c8002ad2e44b7b33,pair_0899,Practice w AI,No practice,True
